data,produto,categoria,quantidade,preco_unitario,loja,total_venda
2024-06-27,Produto 934,Eletrônicos,7,3937.91,Loja A,27565.37
2023-03-17,Produto 51,Alimentos,5,521.9,Loja A,2609.5
2024-05-23,Produto 171,Eletrônicos,10,1245.53,Loja D,12455.3
2023-09-20,Produto 217,Brinquedos,6,2003.25,Loja A,12019.5
2023-02-12,Produto 924,Eletrônicos,6,2660.96,Loja C,15965.76
2024-04-30,Produto 444,Brinquedos,2,719.45,Loja D,1438.9
2024-04-25,Produto 275,Eletrônicos,6,915.31,Loja B,5491.86
2024-05-12,Produto 688,Eletrônicos,8,611.36,Loja D,4890.88
2024-03-05,Produto 213,Eletrônicos,10,2016.13,Loja E,20161.300000000003
2023-08-10,Produto 878,Alimentos,5,1324.91,Loja B,6624.55
2024-04-27,Produto 751,Alimentos,8,764.17,Loja C,6113.36
2023-09-20,Produto 151,Roupas,3,331.44,Loja A,994.3199999999999
2023-01-29,Produto 65,Roupas,3,2594.52,Loja D,7783.5599999999995
2023-06-27,Produto 244,Brinquedos,4,3340.32,Loja E,13361.28
2024-06-21,Produto 629,Brinquedos,3,3317.1,Loja B,9951.3
2023-09-16,Produto 907,Brinquedos,2,1285.03,Loja A,2570.06
2023-10-02,Produto 627,Brinquedos,8,1720.64,Loja B,13765.12
2024-06-23,Produto 316,Livros,5,3859.74,Loja D,19298.699999999997
2024-01-28,Produto 719,Roupas,10,2987.5,Loja A,29875.0
2023-10-06,Produto 223,Roupas,8,4997.84,Loja C,39982.72
2023-02-11,Produto 517,Eletrônicos,1,3036.42,Loja D,3036.42
2023-02-09,Produto 131,Eletrônicos,1,1878.16,Loja C,1878.16
2024-06-05,Produto 464,Livros,6,2774.58,Loja D,16647.48
2023-10-15,Produto 370,Brinquedos,5,2561.23,Loja B,12806.15
2024-04-10,Produto 699,Alimentos,5,4948.95,Loja B,24744.75
2023-11-19,Produto 222,Brinquedos,2,3545.65,Loja B,7091.3
2023-10-23,Produto 523,Brinquedos,8,1328.9,Loja C,10631.2
2023-10-26,Produto 426,Eletrônicos,6,2877.96,Loja D,17267.760000000002
2024-05-15,Produto 771,Brinquedos,1,3815.86,Loja E,3815.86
2023-11-21,Produto 401,Livros,8,1677.76,Loja A,13422.08
2023-07-14,Produto 989,Brinquedos,3,2626.74,Loja B,7880.219999999999
2023-09-16,Produto 550,Roupas,9,788.38,Loja E,7095.42
2024-06-26,Produto 145,Roupas,8,2447.3,Loja A,19578.4
2024-02-24,Produto 343,Eletrônicos,10,3588.81,Loja E,35888.1
2023-02-05,Produto 193,Roupas,1,3958.52,Loja C,3958.52
2023-04-02,Produto 895,Roupas,7,2837.2,Loja B,19860.399999999998
2023-03-07,Produto 26,Livros,1,2202.71,Loja E,2202.71
2023-02-11,Produto 72,Roupas,9,4446.52,Loja A,40018.68000000001
2024-04-12,Produto 407,Livros,9,4235.94,Loja A,38123.46
2024-05-12,Produto 217,Livros,4,398.35,Loja A,1593.4
2023-01-23,Produto 629,Livros,10,4437.45,Loja D,44374.5
2024-03-07,Produto 288,Brinquedos,6,4426.03,Loja A,26556.18
2024-05-07,Produto 179,Roupas,8,438.32,Loja C,3506.56
2023-10-20,Produto 329,Livros,6,2691.06,Loja D,16146.36
2024-06-26,Produto 994,Roupas,1,3135.01,Loja E,3135.01
2024-06-11,Produto 347,Alimentos,7,4151.2,Loja B,29058.399999999998
2024-06-01,Produto 834,Eletrônicos,6,684.87,Loja B,4109.22
2023-08-30,Produto 518,Roupas,7,1832.25,Loja E,12825.75
2023-06-20,Produto 231,Alimentos,9,3308.49,Loja E,29776.409999999996
2023-02-03,Produto 17,Eletrônicos,7,1065.29,Loja D,7457.03
2024-05-29,Produto 741,Livros,9,701.72,Loja D,6315.4800000000005
2023-12-16,Produto 993,Roupas,2,17.82,Loja D,35.64
2023-11-27,Produto 999,Livros,6,2756.17,Loja B,16537.02
2023-04-23,Produto 138,Roupas,2,2418.53,Loja D,4837.06
2023-07-30,Produto 931,Brinquedos,10,2595.99,Loja C,25959.899999999998
2024-01-30,Produto 825,Brinquedos,9,4338.58,Loja C,39047.22
2023-11-14,Produto 959,Alimentos,4,158.25,Loja E,633.0
2023-08-01,Produto 523,Alimentos,3,871.27,Loja D,2613.81
2023-03-05,Produto 36,Livros,2,4785.8,Loja E,9571.6
2024-02-13,Produto 911,Brinquedos,9,2486.42,Loja A,22377.78
2024-04-06,Produto 708,Livros,5,1731.7,Loja A,8658.5
2023-08-14,Produto 550,Livros,6,773.46,Loja B,4640.76
2023-10-20,Produto 502,Eletrônicos,10,1181.03,Loja A,11810.3
2024-05-25,Produto 658,Eletrônicos,7,3248.85,Loja D,22741.95
2023-04-21,Produto 756,Alimentos,6,1719.62,Loja A,10317.72
2023-06-10,Produto 468,Livros,5,1076.71,Loja B,5383.55
2023-01-23,Produto 188,Livros,5,793.54,Loja B,3967.7
2024-01-23,Produto 922,Roupas,8,3229.47,Loja A,25835.76
2023-04-25,Produto 389,Eletrônicos,1,3596.89,Loja D,3596.89
2024-06-21,Produto 2,Brinquedos,10,3164.51,Loja E,31645.100000000002
2023-11-25,Produto 921,Roupas,8,3408.66,Loja A,27269.28
2023-09-03,Produto 941,Eletrônicos,8,4598.25,Loja B,36786.0
2023-07-04,Produto 873,Eletrônicos,2,3198.38,Loja A,6396.76
2024-01-19,Produto 219,Alimentos,2,266.91,Loja B,533.82
2023-09-25,Produto 786,Livros,10,906.3,Loja A,9063.0
2023-08-26,Produto 199,Brinquedos,10,3504.95,Loja E,35049.5
2023-12-27,Produto 235,Brinquedos,8,2269.61,Loja B,18156.88
2024-02-09,Produto 549,Brinquedos,2,2767.54,Loja A,5535.08
2023-04-27,Produto 740,Alimentos,3,285.04,Loja E,855.1200000000001
2023-11-08,Produto 175,Brinquedos,10,3914.22,Loja A,39142.2
2023-05-01,Produto 335,Alimentos,2,3712.19,Loja C,7424.38
2024-02-10,Produto 505,Roupas,2,3942.4,Loja A,7884.8
2023-04-14,Produto 661,Eletrônicos,8,2485.87,Loja A,19886.96
2023-06-17,Produto 520,Roupas,10,2811.34,Loja D,28113.4
2023-09-20,Produto 433,Alimentos,5,1438.88,Loja C,7194.400000000001
2023-03-09,Produto 629,Eletrônicos,10,2362.0,Loja A,23620.0
2024-05-20,Produto 469,Eletrônicos,4,3198.71,Loja B,12794.84
2024-05-21,Produto 143,Brinquedos,1,4404.1,Loja C,4404.1
2023-05-29,Produto 325,Brinquedos,9,3987.39,Loja A,35886.51
2023-06-26,Produto 116,Brinquedos,2,1741.93,Loja D,3483.86
2024-02-19,Produto 854,Livros,7,4701.57,Loja D,32910.99
2023-05-22,Produto 564,Roupas,4,3570.65,Loja D,14282.6
2023-08-23,Produto 475,Eletrônicos,8,4137.93,Loja A,33103.44
2024-01-09,Produto 255,Alimentos,2,2465.22,Loja E,4930.44
2024-06-03,Produto 494,Alimentos,3,4579.97,Loja B,13739.91
2024-06-07,Produto 503,Eletrônicos,5,1608.61,Loja D,8043.049999999999
2023-03-31,Produto 152,Brinquedos,5,4955.66,Loja D,24778.3
2023-10-19,Produto 388,Alimentos,1,3744.38,Loja B,3744.38
2024-06-06,Produto 231,Roupas,1,4460.21,Loja D,4460.21
2023-12-18,Produto 72,Alimentos,5,497.5,Loja C,2487.5
2023-05-13,Produto 235,Brinquedos,2,2240.59,Loja A,4481.18
2023-09-18,Produto 659,Roupas,5,1544.21,Loja C,7721.05
2023-01-13,Produto 531,Brinquedos,7,3534.8,Loja D,24743.600000000002
2024-01-16,Produto 565,Alimentos,6,1082.9,Loja D,6497.400000000001
2023-08-24,Produto 322,Livros,5,706.4,Loja E,3532.0
2023-06-08,Produto 413,Alimentos,3,2652.59,Loja B,7957.77
2024-02-10,Produto 442,Eletrônicos,7,3984.03,Loja C,27888.210000000003
2023-10-21,Produto 915,Brinquedos,8,4147.0,Loja D,33176.0
2023-12-30,Produto 724,Alimentos,8,2816.83,Loja E,22534.64
2024-03-30,Produto 138,Alimentos,9,2115.2,Loja A,19036.8
2023-03-05,Produto 647,Eletrônicos,1,2134.21,Loja D,2134.21
2023-06-28,Produto 930,Brinquedos,6,2446.77,Loja D,14680.619999999999
2023-10-23,Produto 235,Eletrônicos,3,2090.34,Loja C,6271.02
2024-03-03,Produto 471,Alimentos,9,1335.03,Loja A,12015.27
2023-05-10,Produto 459,Alimentos,6,1217.67,Loja D,7306.02
2024-01-07,Produto 339,Livros,6,2448.29,Loja C,14689.74
2024-01-20,Produto 194,Roupas,5,4423.42,Loja B,22117.1
2024-03-20,Produto 332,Eletrônicos,5,4786.72,Loja A,23933.600000000002
2023-03-27,Produto 257,Eletrônicos,2,1601.85,Loja D,3203.7
2023-06-05,Produto 244,Eletrônicos,7,3890.76,Loja B,27235.32
2023-10-05,Produto 205,Brinquedos,4,3931.08,Loja A,15724.32
2024-04-23,Produto 552,Brinquedos,5,128.97,Loja C,644.85
2023-12-12,Produto 421,Roupas,4,2762.65,Loja D,11050.6
2023-12-10,Produto 19,Livros,4,2057.6,Loja A,8230.4
2023-04-07,Produto 735,Brinquedos,10,138.98,Loja D,1389.8
2023-05-12,Produto 485,Eletrônicos,10,3851.85,Loja E,38518.5
2023-01-21,Produto 309,Roupas,5,1355.53,Loja C,6777.65
2023-02-07,Produto 41,Alimentos,8,3712.06,Loja D,29696.48
2023-01-27,Produto 412,Roupas,6,305.35,Loja E,1832.1000000000001
2023-04-23,Produto 232,Eletrônicos,6,2182.28,Loja E,13093.68
2024-05-12,Produto 44,Roupas,9,2200.72,Loja B,19806.48
2024-06-17,Produto 394,Alimentos,3,3943.09,Loja B,11829.27
2023-03-06,Produto 43,Roupas,9,4978.78,Loja D,44809.02
2023-06-20,Produto 186,Alimentos,9,4145.82,Loja D,37312.38
2024-06-23,Produto 700,Alimentos,6,4657.61,Loja A,27945.659999999996
2023-02-11,Produto 45,Livros,10,1165.04,Loja D,11650.4
2023-04-23,Produto 837,Roupas,3,759.5,Loja E,2278.5
2024-04-19,Produto 417,Roupas,2,4532.85,Loja D,9065.7
2023-03-26,Produto 216,Eletrônicos,3,867.93,Loja D,2603.79
2024-05-15,Produto 253,Roupas,2,877.77,Loja D,1755.54
2024-03-15,Produto 613,Roupas,9,3516.99,Loja A,31652.909999999996
2023-06-11,Produto 68,Brinquedos,8,1726.62,Loja A,13812.96
2023-06-21,Produto 453,Eletrônicos,1,3429.87,Loja A,3429.87
2024-05-04,Produto 376,Livros,2,1542.15,Loja B,3084.3
2023-05-26,Produto 129,Roupas,5,4757.67,Loja A,23788.35
2023-05-31,Produto 784,Brinquedos,3,3792.52,Loja D,11377.56
2024-03-14,Produto 817,Roupas,6,2970.14,Loja D,17820.84
2023-12-17,Produto 303,Eletrônicos,6,4828.69,Loja C,28972.14
2024-02-01,Produto 359,Eletrônicos,8,2200.26,Loja D,17602.08
2024-05-24,Produto 15,Roupas,10,1038.97,Loja A,10389.7
2023-01-17,Produto 345,Roupas,1,3268.7,Loja E,3268.7
2024-01-11,Produto 304,Livros,4,309.49,Loja E,1237.96
2024-03-07,Produto 814,Roupas,1,2483.95,Loja E,2483.95
2023-07-29,Produto 615,Roupas,6,3807.79,Loja B,22846.739999999998
2024-02-04,Produto 908,Brinquedos,4,247.83,Loja A,991.32
2023-06-08,Produto 96,Roupas,1,2847.36,Loja D,2847.36
2024-02-02,Produto 262,Roupas,7,4128.19,Loja A,28897.329999999998
2023-02-13,Produto 503,Eletrônicos,4,1381.44,Loja A,5525.76
2024-06-26,Produto 758,Brinquedos,6,3898.24,Loja E,23389.44
2023-11-07,Produto 378,Alimentos,1,2954.63,Loja A,2954.63
2023-01-25,Produto 756,Eletrônicos,8,2872.27,Loja E,22978.16
2024-03-06,Produto 994,Roupas,1,3963.72,Loja E,3963.72
2023-12-24,Produto 11,Livros,8,1958.12,Loja E,15664.96
2023-12-16,Produto 870,Eletrônicos,9,4568.43,Loja B,41115.87
2024-02-01,Produto 349,Livros,4,1428.82,Loja A,5715.28
2023-03-29,Produto 611,Brinquedos,4,1179.43,Loja C,4717.72
2023-03-26,Produto 475,Livros,6,729.55,Loja E,4377.299999999999
2024-06-17,Produto 251,Roupas,7,3935.67,Loja A,27549.690000000002
2023-07-02,Produto 671,Livros,2,4503.13,Loja E,9006.26
2024-06-04,Produto 627,Livros,4,1395.26,Loja B,5581.04
2023-06-16,Produto 158,Brinquedos,6,2208.29,Loja E,13249.74
2023-07-20,Produto 73,Eletrônicos,9,3710.53,Loja B,33394.770000000004
2023-12-29,Produto 869,Livros,7,1038.18,Loja A,7267.26
2023-08-12,Produto 259,Roupas,6,3646.26,Loja C,21877.56
2023-01-09,Produto 32,Roupas,6,1730.1,Loja E,10380.599999999999
2024-05-03,Produto 843,Brinquedos,10,3062.35,Loja C,30623.5
2024-04-18,Produto 823,Livros,6,767.39,Loja C,4604.34
2023-12-25,Produto 136,Alimentos,7,2088.46,Loja B,14619.220000000001
2023-06-13,Produto 632,Livros,8,3626.56,Loja A,29012.48
2023-06-02,Produto 808,Livros,1,2375.9,Loja B,2375.9
2023-11-01,Produto 664,Livros,6,2175.85,Loja A,13055.099999999999
2024-05-27,Produto 429,Roupas,6,2572.98,Loja A,15437.880000000001
2023-03-03,Produto 821,Brinquedos,9,1940.5,Loja B,17464.5
2023-01-22,Produto 166,Eletrônicos,6,514.5,Loja C,3087.0
2023-03-10,Produto 270,Livros,9,3724.4,Loja C,33519.6
2023-12-15,Produto 632,Livros,8,3187.26,Loja A,25498.08
2023-03-16,Produto 938,Alimentos,6,436.73,Loja B,2620.38
2023-05-01,Produto 276,Roupas,9,2251.55,Loja E,20263.95
2023-06-12,Produto 417,Brinquedos,6,2981.51,Loja A,17889.06
2023-10-24,Produto 867,Livros,6,4714.3,Loja A,28285.800000000003
2023-09-08,Produto 817,Eletrônicos,8,542.85,Loja E,4342.8
2024-04-03,Produto 609,Alimentos,1,2151.44,Loja D,2151.44
2024-01-26,Produto 702,Livros,3,4881.33,Loja C,14643.99
2023-07-09,Produto 833,Livros,4,2304.46,Loja D,9217.84
2023-05-26,Produto 369,Brinquedos,6,734.2,Loja A,4405.200000000001
2024-03-13,Produto 942,Alimentos,10,139.7,Loja E,1397.0
2023-02-14,Produto 132,Brinquedos,5,3496.51,Loja A,17482.550000000003
2024-06-19,Produto 717,Brinquedos,3,4864.73,Loja B,14594.189999999999
2023-04-08,Produto 383,Roupas,10,3555.39,Loja C,35553.9
2023-11-12,Produto 303,Livros,9,715.72,Loja E,6441.4800000000005
2023-12-11,Produto 493,Livros,2,1624.58,Loja A,3249.16
2024-06-11,Produto 523,Roupas,6,296.47,Loja D,1778.8200000000002
2023-08-29,Produto 848,Brinquedos,2,1835.77,Loja C,3671.54
2023-01-08,Produto 115,Livros,6,4561.41,Loja B,27368.46
2024-04-20,Produto 19,Alimentos,9,2098.27,Loja A,18884.43
2024-05-02,Produto 24,Alimentos,10,3822.62,Loja D,38226.2
2023-08-14,Produto 513,Livros,6,3594.34,Loja A,21566.04
2024-05-15,Produto 845,Roupas,7,1673.3,Loja E,11713.1
2023-01-13,Produto 569,Eletrônicos,2,3729.85,Loja E,7459.7
2023-05-04,Produto 869,Eletrônicos,1,2622.38,Loja C,2622.38
2024-03-29,Produto 850,Alimentos,8,172.31,Loja B,1378.48
2024-06-02,Produto 802,Alimentos,8,2258.68,Loja C,18069.44
2023-07-13,Produto 640,Roupas,3,3695.13,Loja D,11085.39
2024-04-15,Produto 136,Alimentos,6,2564.46,Loja C,15386.76
2023-08-22,Produto 502,Brinquedos,2,964.11,Loja C,1928.22
2024-06-12,Produto 480,Livros,10,3219.53,Loja A,32195.300000000003
2023-11-13,Produto 270,Alimentos,6,2893.49,Loja C,17360.94
2023-11-24,Produto 190,Livros,4,3602.57,Loja C,14410.28
2024-02-14,Produto 551,Alimentos,6,2524.86,Loja A,15149.16
2024-01-31,Produto 914,Eletrônicos,1,2385.66,Loja E,2385.66
2023-02-21,Produto 81,Alimentos,4,1907.62,Loja C,7630.48
2023-10-31,Produto 723,Eletrônicos,7,2229.84,Loja E,15608.880000000001
2023-01-24,Produto 175,Brinquedos,8,4702.77,Loja A,37622.16
2023-07-11,Produto 320,Eletrônicos,7,2537.73,Loja A,17764.11
2023-01-06,Produto 597,Livros,9,3031.76,Loja C,27285.840000000004
2024-01-25,Produto 149,Brinquedos,4,2903.54,Loja B,11614.16
2024-03-10,Produto 461,Livros,6,2358.81,Loja A,14152.86
2023-05-11,Produto 281,Alimentos,1,3579.14,Loja D,3579.14
2023-08-30,Produto 625,Livros,9,3698.25,Loja E,33284.25
2023-12-29,Produto 151,Alimentos,1,3360.71,Loja E,3360.71
2024-03-16,Produto 245,Roupas,2,11.4,Loja B,22.8
2023-08-26,Produto 186,Eletrônicos,10,3742.6,Loja C,37426.0
2023-08-20,Produto 81,Eletrônicos,5,1910.98,Loja D,9554.9
2024-05-31,Produto 361,Livros,2,706.75,Loja E,1413.5
2023-06-12,Produto 739,Alimentos,2,4735.59,Loja D,9471.18
2024-06-03,Produto 820,Livros,4,3447.08,Loja C,13788.32
2024-06-15,Produto 647,Livros,4,753.69,Loja A,3014.76
2023-08-25,Produto 781,Eletrônicos,8,502.12,Loja D,4016.96
2023-04-17,Produto 782,Eletrônicos,5,1882.84,Loja B,9414.199999999999
2023-12-18,Produto 481,Livros,8,568.93,Loja B,4551.44
2024-04-16,Produto 686,Eletrônicos,5,446.85,Loja D,2234.25
2023-09-27,Produto 82,Alimentos,3,854.08,Loja D,2562.2400000000002
2023-02-24,Produto 357,Eletrônicos,8,2002.03,Loja B,16016.24
2023-05-16,Produto 459,Eletrônicos,10,4600.18,Loja A,46001.8
2023-12-18,Produto 132,Eletrônicos,7,476.36,Loja B,3334.52
2024-04-23,Produto 456,Alimentos,2,1232.79,Loja A,2465.58
2024-06-26,Produto 19,Eletrônicos,5,3197.55,Loja E,15987.75
2023-09-13,Produto 292,Alimentos,7,4556.46,Loja C,31895.22
2024-04-16,Produto 224,Livros,2,2205.26,Loja B,4410.52
2023-12-08,Produto 328,Alimentos,8,233.67,Loja E,1869.36
2023-10-28,Produto 222,Roupas,10,4746.11,Loja C,47461.1
2023-12-13,Produto 595,Brinquedos,3,456.61,Loja E,1369.83
2023-09-06,Produto 583,Alimentos,8,1057.7,Loja E,8461.6
2024-02-14,Produto 466,Eletrônicos,5,1467.4,Loja C,7337.0
2023-02-07,Produto 112,Brinquedos,6,4359.38,Loja A,26156.28
2023-12-29,Produto 465,Livros,5,4818.28,Loja E,24091.399999999998
2024-03-29,Produto 7,Livros,6,2544.38,Loja C,15266.28
2024-02-12,Produto 821,Eletrônicos,8,101.24,Loja D,809.92
2024-01-01,Produto 496,Eletrônicos,9,2382.98,Loja E,21446.82
2024-02-06,Produto 518,Brinquedos,8,351.24,Loja E,2809.92
2024-03-21,Produto 575,Eletrônicos,9,2326.55,Loja D,20938.95
2024-03-18,Produto 466,Brinquedos,7,168.73,Loja D,1181.11
2024-04-07,Produto 942,Eletrônicos,7,688.84,Loja C,4821.88
2023-05-07,Produto 111,Alimentos,10,4297.85,Loja B,42978.5
2023-09-01,Produto 603,Eletrônicos,10,3474.32,Loja E,34743.200000000004
2024-04-28,Produto 928,Livros,6,154.07,Loja B,924.42
2024-01-15,Produto 187,Eletrônicos,8,4845.48,Loja E,38763.84
2023-01-24,Produto 707,Eletrônicos,3,4176.93,Loja E,12530.79
2023-12-21,Produto 806,Alimentos,2,1479.44,Loja B,2958.88
2023-06-16,Produto 42,Livros,5,1106.39,Loja D,5531.950000000001
2023-11-26,Produto 136,Eletrônicos,6,2034.44,Loja A,12206.64
2023-05-15,Produto 806,Roupas,10,4553.69,Loja A,45536.899999999994
2023-02-08,Produto 675,Eletrônicos,8,277.43,Loja E,2219.44
2024-06-15,Produto 245,Roupas,8,2144.52,Loja C,17156.16
2023-10-18,Produto 468,Eletrônicos,9,2950.08,Loja B,26550.72
2023-11-10,Produto 260,Brinquedos,7,1178.94,Loja C,8252.58
2023-12-20,Produto 480,Roupas,7,4437.63,Loja B,31063.41
2024-03-08,Produto 785,Roupas,7,1944.35,Loja D,13610.449999999999
2023-12-16,Produto 690,Brinquedos,9,802.95,Loja D,7226.55
2024-02-26,Produto 18,Roupas,8,4228.65,Loja E,33829.2
2023-09-15,Produto 205,Roupas,10,3119.32,Loja C,31193.2
2023-06-19,Produto 335,Alimentos,3,3720.63,Loja A,11161.89
2023-04-09,Produto 491,Brinquedos,1,899.49,Loja A,899.49
2023-08-14,Produto 566,Livros,1,1531.35,Loja C,1531.35
2023-08-13,Produto 953,Alimentos,5,3049.1,Loja C,15245.5
2023-04-16,Produto 582,Alimentos,1,4748.24,Loja A,4748.24
2023-03-14,Produto 650,Roupas,1,4041.36,Loja C,4041.36
2023-09-23,Produto 165,Livros,2,3417.44,Loja D,6834.88
2023-03-29,Produto 53,Eletrônicos,9,4923.47,Loja A,44311.23
2023-08-11,Produto 781,Livros,6,2809.51,Loja A,16857.06
2023-04-18,Produto 867,Livros,1,3744.48,Loja A,3744.48
2023-06-23,Produto 237,Brinquedos,3,3382.82,Loja A,10148.460000000001
2023-10-30,Produto 619,Livros,8,4378.23,Loja D,35025.84
2024-06-24,Produto 274,Alimentos,2,2910.71,Loja E,5821.42
2023-08-12,Produto 968,Alimentos,6,1892.63,Loja D,11355.78
2023-04-14,Produto 490,Eletrônicos,6,3723.65,Loja B,22341.9
2023-08-01,Produto 375,Livros,2,2243.31,Loja C,4486.62
2024-04-11,Produto 597,Livros,2,3478.33,Loja A,6956.66
2023-07-30,Produto 631,Livros,3,2578.42,Loja C,7735.26
2024-06-08,Produto 814,Brinquedos,10,3491.1,Loja C,34911.0
2023-06-29,Produto 372,Eletrônicos,8,4552.87,Loja A,36422.96
2023-10-14,Produto 137,Livros,3,1351.81,Loja B,4055.43
2023-06-24,Produto 494,Livros,7,952.05,Loja D,6664.349999999999
2024-05-05,Produto 682,Eletrônicos,5,1243.02,Loja A,6215.1
2024-04-09,Produto 109,Alimentos,9,1030.61,Loja A,9275.49
2024-02-25,Produto 129,Eletrônicos,5,2358.64,Loja C,11793.199999999999
2023-12-24,Produto 985,Livros,2,3153.22,Loja D,6306.44
2023-01-08,Produto 713,Eletrônicos,6,3512.97,Loja C,21077.82
2024-05-31,Produto 815,Eletrônicos,3,593.99,Loja C,1781.97
2023-09-27,Produto 894,Roupas,10,1671.59,Loja E,16715.899999999998
2024-02-20,Produto 788,Brinquedos,2,4530.74,Loja C,9061.48
2023-10-21,Produto 48,Livros,2,1422.96,Loja C,2845.92
2023-08-30,Produto 24,Eletrônicos,1,1239.26,Loja C,1239.26
2023-06-14,Produto 613,Livros,6,3726.23,Loja D,22357.38
2024-04-13,Produto 350,Alimentos,10,2071.48,Loja E,20714.8
2023-04-02,Produto 610,Eletrônicos,7,2179.51,Loja D,15256.570000000002
2023-07-16,Produto 480,Brinquedos,1,4088.95,Loja E,4088.95
2023-08-29,Produto 551,Eletrônicos,7,3756.38,Loja E,26294.66
2024-05-15,Produto 340,Roupas,5,4747.82,Loja C,23739.1
2023-05-06,Produto 844,Alimentos,8,3976.47,Loja C,31811.76
2023-12-25,Produto 41,Brinquedos,5,2178.92,Loja C,10894.6
2024-06-02,Produto 742,Brinquedos,2,2373.4,Loja E,4746.8
2024-04-30,Produto 138,Brinquedos,6,1421.65,Loja A,8529.900000000001
2024-06-11,Produto 410,Eletrônicos,10,4263.82,Loja C,42638.2
2023-07-29,Produto 543,Roupas,5,1208.43,Loja A,6042.150000000001
2023-12-09,Produto 702,Livros,2,2423.31,Loja B,4846.62
2023-10-05,Produto 634,Eletrônicos,4,4053.47,Loja E,16213.88
2024-02-15,Produto 872,Alimentos,9,1778.84,Loja E,16009.56
2023-01-31,Produto 595,Livros,8,2358.24,Loja C,18865.92
2024-05-27,Produto 957,Roupas,7,361.85,Loja D,2532.9500000000003
2024-03-24,Produto 992,Livros,1,4729.41,Loja C,4729.41
2024-06-12,Produto 219,Eletrônicos,7,4104.08,Loja D,28728.559999999998
2023-11-17,Produto 969,Alimentos,7,1171.76,Loja C,8202.32
2023-12-02,Produto 184,Livros,2,3176.67,Loja B,6353.34
2023-03-29,Produto 712,Alimentos,9,4703.67,Loja C,42333.03
2024-06-13,Produto 293,Brinquedos,5,4491.0,Loja D,22455.0
2024-02-16,Produto 165,Livros,9,77.72,Loja C,699.48
2023-10-07,Produto 817,Roupas,1,3409.98,Loja E,3409.98
2023-05-02,Produto 485,Livros,4,2778.85,Loja E,11115.4
2023-10-31,Produto 294,Alimentos,5,2574.39,Loja B,12871.949999999999
2023-05-19,Produto 497,Roupas,8,964.39,Loja A,7715.12
2024-02-08,Produto 159,Brinquedos,5,3826.53,Loja C,19132.65
2023-11-08,Produto 216,Livros,10,1741.08,Loja E,17410.8
2023-08-27,Produto 453,Brinquedos,7,922.67,Loja A,6458.69
2023-02-04,Produto 771,Eletrônicos,9,1094.65,Loja A,9851.85
2023-09-17,Produto 332,Brinquedos,5,3954.2,Loja A,19771.0
2023-04-22,Produto 182,Alimentos,5,87.66,Loja D,438.29999999999995
2023-10-11,Produto 282,Roupas,6,2370.09,Loja D,14220.54
2023-07-18,Produto 690,Brinquedos,3,4500.06,Loja A,13500.18
2024-04-10,Produto 913,Brinquedos,8,2458.22,Loja D,19665.76
2023-10-13,Produto 326,Livros,1,1726.99,Loja B,1726.99
2023-04-02,Produto 561,Alimentos,6,2332.23,Loja C,13993.380000000001
2023-03-07,Produto 285,Livros,9,4187.09,Loja E,37683.81
2024-03-14,Produto 375,Roupas,2,4994.22,Loja C,9988.44
2024-05-05,Produto 564,Eletrônicos,6,3074.37,Loja A,18446.22
2023-09-21,Produto 979,Alimentos,9,4977.01,Loja B,44793.090000000004
2023-01-20,Produto 581,Brinquedos,8,829.57,Loja C,6636.56
2023-10-19,Produto 486,Roupas,9,473.33,Loja E,4259.97
2023-08-19,Produto 310,Eletrônicos,2,362.15,Loja B,724.3
2023-07-26,Produto 920,Brinquedos,7,2882.8,Loja A,20179.600000000002
2023-02-23,Produto 987,Livros,5,3698.54,Loja A,18492.7
2023-04-02,Produto 368,Roupas,10,3252.81,Loja B,32528.1
2023-12-01,Produto 265,Alimentos,5,414.18,Loja A,2070.9
2023-03-30,Produto 984,Brinquedos,4,312.96,Loja E,1251.84
2023-12-05,Produto 614,Livros,8,3278.45,Loja E,26227.6
2024-05-23,Produto 886,Eletrônicos,2,3937.94,Loja D,7875.88
2024-06-16,Produto 25,Eletrônicos,5,3868.97,Loja D,19344.85
2024-06-07,Produto 690,Roupas,6,99.4,Loja A,596.4000000000001
2023-11-03,Produto 805,Alimentos,10,3400.53,Loja D,34005.3
2023-12-02,Produto 769,Eletrônicos,1,3304.45,Loja B,3304.45
2023-11-20,Produto 577,Alimentos,7,4886.73,Loja E,34207.11
2023-05-11,Produto 509,Eletrônicos,9,277.19,Loja D,2494.71
2023-01-26,Produto 81,Alimentos,8,4373.44,Loja C,34987.52
2024-03-10,Produto 70,Roupas,10,1639.31,Loja D,16393.1
2023-06-02,Produto 368,Livros,2,1054.44,Loja D,2108.88
2024-01-19,Produto 418,Brinquedos,3,4250.95,Loja D,12752.849999999999
2023-11-07,Produto 898,Roupas,6,70.48,Loja C,422.88
2024-03-22,Produto 377,Livros,2,3488.23,Loja C,6976.46
2023-04-09,Produto 327,Alimentos,10,4561.68,Loja D,45616.8
2024-03-03,Produto 634,Roupas,4,4952.23,Loja E,19808.92
2023-01-04,Produto 849,Eletrônicos,4,1907.79,Loja D,7631.16
2023-10-15,Produto 317,Brinquedos,8,2068.28,Loja C,16546.24
2024-03-12,Produto 9,Roupas,3,2201.88,Loja D,6605.64
2023-09-28,Produto 19,Alimentos,2,388.7,Loja E,777.4
